corp_name,nm,birth_ym,ofcps,rgist_exctv_at,main_career,source_year,years_before_delisting,위험기업,위험종목코드
아이엠,김태동,1974년 05월,"대표
이사",사내이사,"한국외국어대학교 독어과 졸업
전) (주)로카스테크놀러지 이사
전) (주)포퓨처코포레이션 이사
전) (주)아이엠 부사장",2025,1,아이엠,101390
아이엠,송산,1982년 07월,이사,사내이사,"단국대학교 졸업
(주)셀렉원",2025,1,아이엠,101390
아이엠,이문규,1978년 03월,이사,사내이사,"명지대학교 졸업
(주)선진그룹
에빅오토모티브코리아 이사",2025,1,아이엠,101390
아이엠,강진,1971년 07월,이사,사내이사,"LG산전
Gwangsung Electronics(H.K)대표",2025,1,아이엠,101390
아이엠,김두수,1978년 12월,"사외
이사",사외이사,(주)명윤이엔지 대표,2025,1,아이엠,101390
아이엠,김성환,1996년 02월,"사외
이사",사외이사,"서울대학교 졸업
SK하이닉스
現사운드 백신(주)",2025,1,아이엠,101390
아이엠,장두식,1985년 09월,감사,감사,"연세대 법대졸
부산대 법학전문대학원 졸업
現 법무법인 정향 변호사",2025,1,아이엠,101390
아이엠,강태윤,1977년 05월,부사장,사내이사,"Qingdao University 중어중문과 졸업
전) (주)씨엔플러스 경영지원 팀장
전) (주)아이엠 대표이사",2024,2,아이엠,101390
아이엠,이현수,1964년 02월,이사,사외이사,"연세대 공학대학원 박사
전) 마이에셋자산운용 대표이사
전) 코레이트자산운용 대표이사
現 케이클리비스(주) 사장",2024,2,아이엠,101390
아이엠,김지중,1962년 04월,감사,감사,"연세대학교 공과대학원 공학경영전, 
전) 해보유통 대표
現 (주)제이제이무역 대표이사",2024,2,아이엠,101390
바이온,박정한,1969년 08월,대표이사,사내이사,한국캐피탈 영업본부장(주)피엔씨인베스트먼트부사장(주)티비엘컴퍼니 대표이사,2025,1,바이온,032980
바이온,박범진,1981년 06월,대표이사,사내이사,(유)비제이테크 대표이사,2025,1,바이온,032980
바이온,박우진,1983년 05월,사내이사,사내이사,(유)비제이테크 CFO,2025,1,바이온,032980
바이온,조완진,1982년 12월,사외이사,사외이사,삼일회계법인 회계사휘트린씨앤디 편드운용역성현회계법인 회계사한미회계법인 회계사,2025,1,바이온,032980
바이온,강병욱,1970년 05월,사외이사,사외이사,(주)GTS인베스트 (주)정림E&C 대표이사(주)C&G이노베이션 대표이사,2025,1,바이온,032980
바이온,최용석,1971년 01월,감사,감사,"미래산업전략연구소 연구원
(주)마케아 대표이사",2025,1,바이온,032980
바이온,류진형,1968년 10월,대표이사,사내이사,"중앙홀딩스 대표이사
前 (주)중앙오션 대표이사",2024,2,바이온,032980
바이온,정민호,1965년 12월,사내이사,사내이사,"광진산전(주) 대표이사
前 광진산전(주) 상무이사",2024,2,바이온,032980
바이온,정행주,1981년 03월,사외이사,사외이사,"대한변호사협회 사업위원회 의원
법무법인 강남 변호사",2024,2,바이온,032980
노블엠앤비,신봉석,1966년 12월,대표이사,사내이사,"(전) 주식회사 에치티모터스 이사
(현) 주식회사 고고스 대표이사",2025,1,노블엠앤비,106520
노블엠앤비,임건식,1960년 12월,감사,감사,(전) 주식회사 원타임홀딩스 이사(현) 주식회사 포시텔제주 이사,2025,1,노블엠앤비,106520
노블엠앤비,임지현,1977년 08월,이사,사내이사,"前)삼정 KPMG㈜  PEF 팀 팀장
前)베이사이드프라이빗에쿼티㈜ 펀드운용역 이사
前)(주)지티지웰니스 대표이사
現)(주)지티지웰니스 사내이사",2025,1,노블엠앤비,106520
노블엠앤비,조원영,1969년 12월,부장,사내이사,(현) 주식회사 화담에이치디 대표이사(현) 주식회사 함박재황칠농장 대표이사(현) 주식회사 청현 대표이사,2025,1,노블엠앤비,106520
노블엠앤비,황인용,1972년 10월,이사,사내이사,현) 주식회사 씨지건설 대표이사(현) 주식회사 도광개발 대표이사,2025,1,노블엠앤비,106520
노블엠앤비,문효영,1980년 01월,이사,사외이사,"前) HST inc Senior researcher前) 광주과학기술원 연구원
現) 압티지엠제이 주식회사 대표이사",2025,1,노블엠앤비,106520
노블엠앤비,이정은,1977년 03월,이사,사외이사,"前)영광원자력발전소 총무부 재무회계담당
前)대승공조 총무팀 재무회계담당
前)KT동수원지사 원텔 총무팀 재무회계담당
前)21세기붐 총무과 총괄이사
現)대성개발 대표이사",2025,1,노블엠앤비,106520
노블엠앤비,박삼수,1966년 05월,이사,사외이사,(전) 나운건설 이사,2025,1,노블엠앤비,106520
노블엠앤비,최순호,1970년 08월,감사,감사,"前) (주)서린바이오사이언스 생명공학사업부 과장
前) (주)진올바이오시스템 연구소 및 마케팅 부장
前) (주)코리아바이오그룹 대표이사
現) (주)바이오샵 대표이사
現) (주)휴먼셀바이오 대표이사",2025,1,노블엠앤비,106520
노블엠앤비,이원석,1993년 04월,감사,감사,(전) 엔벤처스(주) 투자업체 사후관리팀(현) 로그인베스먼트(주) 투자업체 사후관리팀,2025,1,노블엠앤비,106520
노블엠앤비,황창남,1969년 09월,이사,사내이사,"前)해양수산부, 농림수산검역본부, 식품의약품안전처 등 근무
前)㈜노블바이오 생명공학연구소 수석연구원
現)㈜노블바이오 생명공학연구소 연구소장",2024,2,노블엠앤비,106520
노블엠앤비,신명수,1975년 05월,이사,사내이사,"前)신세계 이마트 근무
現)㈜노블바이오 생산총괄이사",2024,2,노블엠앤비,106520
프로브잇,김준성,1993년 05월,대표이사,사내이사,-現) ㈜CRYPTOCARE 대표이사 -現) ㈜에이젯에셋글로벌 사내이사,2024,2,프로브잇,227100
프로브잇,서철헌,1959년 10월,이사,사외이사,-現) 숭실대학교 전자정보공학부 교수-前) 숭실대학교 IT대학 학장,2024,2,프로브잇,227100
프로브잇,최정은,1973년 08월,감사,감사,-現) 변호사 최정은 법률사무소-前) 법무법인(유한) 서평,2024,2,프로브잇,227100
프로브잇,김규범,1979년 09월,본부장,사내이사,-現) (주)퀀텀온 팀장 -前) 알비앤코리아 팀장,2024,2,프로브잇,227100
프로브잇,함기현,1966년 03월,이사,사내이사,"-現) CME Sof Co.,Ltd 부사장",2024,2,프로브잇,227100
프로브잇,최원준,1988년 10월,이사,사내이사,-前) ㈜엠에이치개발 사업팀 팀장-前) ㈜범웅개발 사업팀 팀장,2024,2,프로브잇,227100
프로브잇,정의헌,1968년 12월,이사,사내이사,-前) 이디케이홀딩스 부사장-前) ㈜제이메디컬인터 본부장,2024,2,프로브잇,227100
프로브잇,김만식,1958년 07월,이사,사내이사,-現) ㈜엠제이투 CEO 및 CTO-現) ㈜암브라 CEO 및 CTO,2024,2,프로브잇,227100
프로브잇,이승민,1977년 04월,이사,사외이사,-前) ㈜엘디미디어 대표이사-前) ㈜엘디미디어 플러스 대표이사,2024,2,프로브잇,227100
프로브잇,이동화,1963년 02월,이사,사외이사,-前) 주식회사 테라텍 부사장-前) 주식회사 아미스퀘어 대표이사,2024,2,프로브잇,227100
프로브잇,윤용태,1971년 04월,이사,사외이사,-現) 서울대학교 전기정보공학부 교수-現) 대한전기학회 ICEE 2006 조직위원회 위원,2024,2,프로브잇,227100
비유테크놀러지,위용현,1958년 12월,대표이사,사내이사,"㈜맨인카우스 대표이사
㈜CDS에너지 부사장
㈜굿타임스토리 대표이사
㈜지바이오팜 대표이사
現 ㈜바이오이임팩트 대표이사
現 ㈜한프 대표이사",2025,1,비유테크놀러지,230980
비유테크놀러지,이진엽,1985년 11월,사내이사,사내이사,"現 우람의료재단 이사
現 제이어스팜 이사
現 카운쎌 대표이사
現 광교라운지약국 대표약사",2025,1,비유테크놀러지,230980
비유테크놀러지,김선웅,1985년 12월,사내이사,사내이사,"現 ㈜더 아온 대표이사
現 ㈜베루툼 대표이사
現 ㈜베루툼스포츠 대표이사",2025,1,비유테크놀러지,230980
비유테크놀러지,이준규,1965년 04월,사내이사,사내이사,"㈜조이정보통신 대표이사
㈜디에치산업 대표이사
㈜라디언스 본부장
㈜시애나컨트리클럽 사장
現 ㈜이앤플러스 사내이사
現 ㈜한프 부사장",2025,1,비유테크놀러지,230980
비유테크놀러지,강종모,1973년 07월,사외이사,사외이사,"서울시립대 경영대학원 석사과정 수료
에펠(주) 대표이사
ICCI 상임이사
시경개발(주) 부사장",2025,1,비유테크놀러지,230980
비유테크놀러지,강해운,1966년 08월,사외이사,사외이사,"수원지검강력부장검사
대검찰청 공판송무과장
법무연수원 교수(로스쿨 신임검사 교육
서울중앙지검 강력부장검사
청주지검 부장검사
서울서부지검 형사1부장검사
법무법인 일호 대표변호사
現 법무법인 승앤파트너스 대표변호사",2025,1,비유테크놀러지,230980
비유테크놀러지,이태희,1951년 06월,사외이사,사외이사,"칠곡 라이온스클럽 부회장
칠곡 재향군인회 회장
칠곡 새마을회 회장
칠곡 종합자원봉사센터 소장",2025,1,비유테크놀러지,230980
비유테크놀러지,배종호,1980년 01월,감사,감사,"대구광역시 예산검사위원
대구지방공인회계사 이사",2025,1,비유테크놀러지,230980
비유테크놀러지,문승일,1969년 10월,감사,감사,"상공회의소 세무회계 출제위원
인적자원개발위원회 위원",2025,1,비유테크놀러지,230980
비유테크놀러지,권순길,1982년 03월,사내이사,사내이사,"(주)휴먼에이전시 대표이사
現 (주)이엔씨건설 부사장",2024,2,비유테크놀러지,230980
선샤인푸드,김대은,1976년 03월,대표이사,사내이사,"- 성균관대학교 경영학 학사
- 2002~2021 더케이저축은행 
                    자산운용팀(부장)
- 2021 흥국증권 이사(NPL 사업부)",2024,2,선샤인푸드,217620
선샤인푸드,오선환,1976년 01월,사내이사,사내이사,"- 2014~2018 호마이카코리아 이사
- 2018~현재 에스피멤버스 이사",2024,2,선샤인푸드,217620
선샤인푸드,박성훈,1990년 05월,사외이사,사외이사,"- 2009~현재 F&B브랜드컨설팅, 레스토랑 컨설팅
- 2013~현재 루젤라 총괄셰프, 박성훈장 셰프, 
            이자카야 려 셰프",2024,2,선샤인푸드,217620
선샤인푸드,권자희,1952년 05월,사외이사,사외이사,"- 2010~2017 카후나빌 이사
- 2018~2023 주식회사 이코셜드 이사",2024,2,선샤인푸드,217620
선샤인푸드,정해곤,1960년 03월,감사,감사,"- 2021~2022 변론 및 송무등 지원
- 2022~현재 법무법인(유한)서평 실장",2024,2,선샤인푸드,217620
비에프랩스,한상우,1981년 12월,대표이사,사내이사,前 (주)대산에프앤비 대표이사,2025,1,BF랩스,139050
비에프랩스,김필주,1989년 01월,감사,감사,"前 관세법인조양 관세사
前 에스몽디알 이사",2025,1,BF랩스,139050
비에프랩스,조영중,1981년 01월,대표이사,사내이사,前 (주)비에프랩스 대표이사,2025,1,BF랩스,139050
비에프랩스,최진한,1972년 03월,사내이사,사내이사,"現 ㈜스타지 대표이사
前 사)한국연예매니지먼트 협회 부회장 역임",2025,1,BF랩스,139050
비에프랩스,정광명,1972년 01월,사내이사,사내이사,"現 KD기술투자 총괄대표
前 아이벤처투자 대표이사
고려대학교 박사과정",2025,1,BF랩스,139050
비에프랩스,김경훈,1975년 10월,사내이사,사내이사,"現 (주)뉴젠에이치앤비 대표이사
前 엔시트론(주) 이사",2025,1,BF랩스,139050
비에프랩스,박명철,1978년 10월,사내이사,사내이사,"現 (주)씨메이트 대표이사
前 (주)아모레퍼시픽 중국 온라인사업부 총괄",2025,1,BF랩스,139050
비에프랩스,박수진,1982년 04월,사내이사,사내이사,"現 (사)꿈,그림 총괄 이사",2025,1,BF랩스,139050
비에프랩스,김병수,1977년 08월,기타비상무이사,기타비상무이사,前 J world trading inc 이사,2025,1,BF랩스,139050
비에프랩스,김지은,1980년 01월,기타비상무이사,기타비상무이사,前 Irvine company. Manager,2025,1,BF랩스,139050
비에프랩스,임권,1971년 09월,대표이사,사내이사,"前 (주)영원인터내셔널 CFO
前 서울미디어 이사
前 (주)리큅 이사",2024,2,BF랩스,139050
비에프랩스,서헌균,1976년 07월,사내이사,사내이사,現 (주)영원인터내셔널 대표이사,2024,2,BF랩스,139050
비에프랩스,이형진,1981년 10월,사내이사,사내이사,"現 (주)이음상회 이사
前 (주)지엘도시개발 부장
前 알티엔네트웍스",2024,2,BF랩스,139050
로아앤코홀딩스,배준오,1985년 04월,대표이사,사내이사,"-전 (주)미스타 전략기획본부 이사
-전 (주)넥스턴바이오 사내이사
-전 (주)산타클로스 빌리지 대표이사
-현 (주)스튜디오 산타클로스 엔터테인먼트 대표이사
-현 (주)넥스턴앤롤코리아 사내이사
-현 (주)열해당 대표이사
-현 (주)EV첨단소재 기타비상무이사
-현 (주)포트리스인베스트먼트 사내이사",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,유종섭,1977년 10월,이사,미등기,"-전 (주)에스엘에너지 이사
-전 바이오로그디바이스 CFO
-현 ㈜스튜디오산타클로스 엔터테인먼트 이사
-현 (주)넥스턴앤롤코리아 부장",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,양재훈,1984년 02월,이사,사내이사,"-전 (주)스튜디오산타클로스엔터테인먼트 부사장
-전 미래산업(주) 이사
-현 (주)에스씨엔지니어링 사장",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,정재욱,1978년 08월,이사,사내이사,"-전 (주)스튜디오산타클로스엔터테인먼트 본부장
-현 (주)에스엘에너지 사내이사 
-현 (주)열해당 CFO",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,강문혁,1981년 05월,이사,사외이사,"-전 공익법무관
-전 대한법률구조공단 소속 변호사
-전 법무법인 안심 대표 변호사
-전 법무법인 대정 대표 변호사",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,정원용,1978년 02월,감사,감사,"-전 삼정회계법인,세림회계법인
-현 안세회계법인
-현 (주)스튜디오 산타클로스 엔터테인먼트 감사
-현 (주)산타클로스 빌리지 감사",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,이덕원,1974년 08월,부사장,미등기,"-현 (주)스튜디오산타클로스 엔터테인먼트 부사장
-현 (주)포트리스인베스트먼트 사내이사
-전 (주)다이나믹벤처스 대표이사
-전 (주)다이나믹디자인 사내이사",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,유 환,1978년 01월,이사,미등기,"-전 (주)넥스턴바이오 사내이사
-현 (주)스튜디오산타클로스 엔터테인먼트 이사
-현 (주)넥스턴앤롤코리아 부장
-현  미래산업(주) 부장",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,윤혜진,1979년 07월,이사,미등기,"-전 (주)안다미로 대표이사
-현 ㈜ 스튜디오산타클로스 엔터테인먼트 이사 ",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,김현모,1979년 11월,이사,미등기,"-전 ㈜YG엔터텐인먼트 이사
-현 ㈜스튜디오산타클로스 엔터테인먼트 이사",2025,1,스튜디오산타클로스,204630
로아앤코홀딩스,강혜미,1983년 10월,이사,기타비상무이사,"-현 법무법인 별 대표변호사
-전 법무법인 세움 변호사
-전 법률사무소 이로움 대표변호사
-전 법무법인(유) 변호사",2024,2,스튜디오산타클로스,204630
로아앤코홀딩스,김충우,1967년 07월,이사,기타비상무이사,"-현 법무법인 담박 대표변호사
-전 서울고검 검사
-전 부산지검 부장검사
-전 전주지검 정읍지청 지청장
-전 광주지검 부장검사
-전 서울동부지검 형사4부장 검사",2024,2,스튜디오산타클로스,204630
로아앤코홀딩스,이선영,1982년 03월,이사,사외이사,-현 법무법인 리우 변호사-전 법무법인 현 변호사,2024,2,스튜디오산타클로스,204630
지더블유바이텍,김진택,1970년 03월,대표이사,사내이사,전) 비씨카드 전산팀 개발업무,2024,2,지더블유바이텍,036180
지더블유바이텍,손희식,1967년 08월,사내이사,사내이사,"전) 대명소노그룹 CFO
현) 지더블유바이텍 재무담당 전무",2024,2,지더블유바이텍,036180
지더블유바이텍,변현숙,1959년 08월,사외이사,사외이사,전)라이온스 한촌클럽 회장현)라이온스354D지구 지도위원,2024,2,지더블유바이텍,036180
세토피아,서상철,1976년 07월,대표이사,사내이사,"(현) (주)퓨처로봇 대표이사
(현) ㈜에스에이코퍼레이션 대표이사",2025,1,세토피아,222810
세토피아,"문석진
(*1)",1971년 04월,이사,사외이사,"(전)ASM Limited 아시아대표 개발이사
(전)ASM Korea Co., Ltd 대표이사
(전)KSM Metals Co.,Ltd 등기이사
(전)ALKANE Resources 수석 고문",2025,1,세토피아,222810
세토피아,"조성철
(*1)",1978년 03월,이사,사외이사,"(전)법무법인 다담
(전)법무법인 H&Partners
(전)법무법인 조홍
(전)법무법인 화목
(현)법무법인 김장리(구 양헌)",2025,1,세토피아,222810
세토피아,이상무,1973년 02월,감사,감사,"서울대학교 법과대학 사법학과 졸업
서울중앙지방법원 판사
서울고등법원 판사
서울가정법원 판사
부산지방법원 부장판사
수원지방법원 부장판사
법무법인 무본 대표변호사",2025,1,세토피아,222810
세토피아,유승식,1963년 01월,감사,감사,"연세대학교 경제학과
연세대학교 대학원 경영학과 석사
(전)삼일회계법인
(전)한길회계법인
(전)선명회계법인
(현)우덕회계법인",2025,1,세토피아,222810
세토피아,이준의,1971년 07월,이사,사내이사,"(전)AIS코리아대표이사
(현)에이치엔에스빌드업대표이사
(현) ㈜아이홉씨비디 대표이사",2025,1,세토피아,222810
세토피아,"김현옥
(*1)",1977년 11월,이사,사내이사,"절강대학교 졸업
(현) ㈜에스에이코퍼레이션 회장",2025,1,세토피아,222810
세토피아,"김성권
(*1)",1970년 09월,이사,사내이사,"(전)백강정보통신
(전)네오소프트
(전)스타21성형외과 이사
(전)명품한방병원 이사",2025,1,세토피아,222810
세토피아,"남윤영
(*3)",1954년 04월,이사,사내이사,"(전) 동국제강 일본지사 근무
(전) 동국제강 미국지사 근무
(전) 동국제강 사장
(전) 한국철강협회 철강홍보 위원장",2025,1,세토피아,222810
세토피아,"김영아
(*1)",1968년 08월,이사,기타비상무이사,"(전)강남세브란스 신장내과 전임의
(현)연세내과의원장",2025,1,세토피아,222810
세토피아,"남상신
(*4)",1971년 02월,이사,사외이사,"(전) Bankers Trust Seoul CFO
(전) Kingsmen Korea AE
(전) REFCO INC. New York SDG Kore 
Specialty Desk 대표이사
(전) TIS(주) 대표이사
(현) DRACO CHALLENGE LTD. HONGKONG 대표이사",2025,1,세토피아,222810
세토피아,"조찬휘
(*2)",1956년 03월,이사,사외이사,"연세대학교 대학원 공업 경영학과 석사
(현) 화이트팜(주) 대표이사",2025,1,세토피아,222810
세토피아,"윤성근
(*1)",1967년 10월,이사,사외이사,"(전) 남도산업 대표
(전)㈜탐도건기 대표이사",2025,1,세토피아,222810
세토피아,남상신,1971년 02월,이사,사외이사,"(전) Bankers Trust Seoul CFO
(전) Kingsmen Korea AE
(전) REFCO INC. New York SDG Korea 
Specialty Desk 대표이사
(전) TIS(주) 대표이사
(현) DRACO CHALLENGE LTD. HONGKONG 대표이사",2024,2,세토피아,222810
세토피아,조찬휘,1956년 03월,이사,사외이사,"연세대학교 대학원 공업 경영학과 석사
(현) 화이트팜(주) 대표이사",2024,2,세토피아,222810
세토피아,남윤영,1954년 04월,이사,사내이사,"(전) 동국제강 일본지사 근무
(전) 동국제강 미국지사 근무
(전) 동국제강 사장
(전) 한국철강협회 철강홍보 위원장",2024,2,세토피아,222810
제일바이오,강동일,1966년 02월,대표이사,사내이사,(주)제일바이오,2025,1,제일바이오,052670
제일바이오,신남식,1952년 10월,이사,사외이사,전 서울대학교 수의과대 교수,2025,1,제일바이오,052670
제일바이오,박상민,1972년 09월,이사,사외이사,전 에스에너지,2025,1,제일바이오,052670
제일바이오,김정찬,1972년 03월,감사,감사,법률사무소 미라클,2025,1,제일바이오,052670
제일바이오,조영민,1985년 02월,대표이사,사내이사,(주)제일바이오 경영총괄,2024,2,제일바이오,052670
제일바이오,전치영,1983년 04월,감사,감사,리앤전 법률사무소 대표변호사,2024,2,제일바이오,052670
파멥신,심주엽,1977년 01월,대표이사,사내이사,"- KAIST 생명과학과 졸업
- 사법연수원 39 기
- 전) 휴젤㈜ 전략기획실 이사
- 전) 휴젤㈜ 화장품신사업개발팀장 / 이사
- 전) 휴젤㈜ 동양에이치씨 대표이사. (휴젤 지주회사)
- 전) 휴젤㈜ 대표이사
- 전) 휴젤㈜ 공동대표집행임원
- 전) 에어프레미아 대표이사",2025,1,파멥신,208340
파멥신,임현묵,1966년 01월,감사,감사,- 충남대학교 경영학과 졸업- 전) 현대해상화재보험㈜ 보상본부장,2025,1,파멥신,208340
파멥신,강병규,1981년 10월,이사,사내이사,"- 전) 알공(주) 대표이사
- 전) 제노플랜코리아(주) 대표이사
- 현) 미국 Genoplan lnc.: 대표이사",2025,1,파멥신,208340
파멥신,맹필재,1955년 12월,이사,사내이사,"- 서울대학교 대학원 미생물학과 박사- 전) 충남대학교 미생물,분자생명과학과 교수- 전) 충남대학교 의약바이오인재양성센터 센터장- 전) ㈜레고켐바이오사이언스 사외이사- 현) 대전광역시 과학기술위원회 위원- 현) 과학기술부 연구개발특구실증특례전문위원회 위원- 현) 충남대학교 미생물,분자생명과학과 명예교수- 현) 대(사)바이오헬스케어협회 회장",2025,1,파멥신,208340
파멥신,차용명,1975년 02월,이사,사외이사,"- 동국대학교 전자공학과 졸업 
- 전) 공인회계사(세무사), 경영지도사- 전) 삼정회계법인 근무- 전) 아주IB투자㈜ 실장- 현) 대현회계법인 근무",2025,1,파멥신,208340
파멥신,박준영,1973년 05월,이사,사외이사,- 연세대학교 법과대학 법학과 졸업 / 사법연수원 33기- 전) 한화그룹 법무실 변호사- 전) 신용회복위원회 법무팀장 / 심의위원- 전) 법무법인 GL 볍호사- 전) 법무법인 강남 변호사- 현) 정연 법률사무소 대표 변호사,2025,1,파멥신,208340
파멥신,배종혁,1967년 11월,이사,사외이사,- 한양대학교 법학과- 전) 서울중앙지검 특수4부 부장검사- 전) 대구지검 특수부 부장검사- 전) 서울고등검찰청 부장검사- 전) 금융감독원 분쟁조정위원- 현) 現 법무법인 대환 대표변호사,2025,1,파멥신,208340
파멥신,유진산,1963년 03월,부사장,집행임원,"- 괴팅헨대학 박사('96)
- 전) 스탠포드대학교('96~'98)- 전) 스크립스연구소('98~'01)
- 전) LG생명과학('01~'06)- 전) 한국생명공학연구원('06~'09)- 현) ㈜파멥신('09~현재) ",2025,1,파멥신,208340
파멥신,이원섭,1969년 08월,전무,집행임원,"- KAIST 박사('04)- 전) Rosewell Park Cancer Institute
(SUNY at Buffalo, '04~'06)- 전) 한국생명공학연구원('06~'08)- 현) ㈜파멥신('08~현재) ",2025,1,파멥신,208340
파멥신,심상렬,1971년 07월,이사,미등기,"- 광주과학기술원 석사
- 전) 국립암센터 소아암연구과 연구원('02)
- 전) 광주과학기술원('02~'04)
- 전) 한국생명공학연구원('04~'08)
- 현) ㈜파멥신('09~현재) ",2025,1,파멥신,208340
인트로메딕,성낙범,1969년 09월,대표이사,사내이사,"2000~2013   (주)현대스위스저축은행 이사2014~2019   (주)투에이치건설 대표이사2019~2023   (주)인트로메딕 대표이사
2019~현재    (주)에셋코너스톤 대표이사",2025,1,인트로메딕,150840
인트로메딕,이종혁,1971년 12월,사내이사,사내이사,"2019.02~2020.02 (주)맥스타8 부장
2020.02~현재       (주)인트로메딕 이사",2025,1,인트로메딕,150840
인트로메딕,김현서,1965년 01월,사내이사,사내이사,"1987.05~1998.09  대동공업(주) 총무팀 과장
2009.02~2024.09  대구공업대학교 부교수
2024.09~2025.09  (주)인트로메딕 이사
2025.10~현재      (주)인트로메딕 대표이사",2025,1,인트로메딕,150840
인트로메딕,이병주,1969년 11월,사외이사,사외이사,"2015.12~2022.04  리딩투자증권 네트워크부분IB문
2022.04~2024.03  페어웨이자산운용(주)대표이사
2024.03~현재       페어웨이자산운용(주)기타비상무이사
2024.04~현재        더와이자산관리",2025,1,인트로메딕,150840
인트로메딕,안문호,1983년 07월,감사,감사,"2018.04~2019.06  법무법인 정향
2019.06~2022.11  법무법인 한일
2023.01~현재       법무법인 승앤파트너스 대표",2025,1,인트로메딕,150840
인트로메딕,박천명,1972년 10월,대표이사,사내이사,"LB인베스트먼트 상무 ('11.09~'16.05)

코나인베스트먼트 대표이사 ('18.01~21.03)

페어웨이자산운용 부사장 ('23.04~'24.05)",2024,2,인트로메딕,150840
푸른소나무,김은광,1975년 07월,대표이사,사내이사,"-(주)푸른소나무사업본부 총괄
-(주)푸른소나무 인사총무 총괄
-(주)푸른소나무 영엽관리 총괄",2024,2,푸른소나무,057880
푸른소나무,김윤주,1985년 01월,사외이사,사외이사,"-(주)드폴리매스 대표이사
-(주)엘케이디앤씨 상무
-(주)리트코 전략기획실장",2024,2,푸른소나무,057880
푸른소나무,장석열,1988년 08월,사외이사,사외이사,"-(주)제이앤제이글로벌 대표이사
-(주)에이치큐 (경영지원 본부장) ",2024,2,푸른소나무,057880
푸른소나무,이석재,1976년 12월,"기타
비상무
이사",기타비상무이사,"- 법무법인(유한) 에스제이파트너스 구성원 변호사
- 법무법인(유한) 평산 파트너 변호사
- 세무법인 호연 대표세무사
- 피앤비세무컨설팅 대표세무사
- 서울지방국세청",2024,2,푸른소나무,057880
케이에이치미래물산,배상윤,1966년 10월,회장,미등기,"서울대학교 최고경영자 과정 수료
 現. 케이에이치 그룹 회장
 現. 재단법인 블루나눔재단 이사장",2025,1,KH 미래물산,111870
케이에이치미래물산,박성진,1991년 11월,이사,사내이사,"現, 케이에이치필룩스(주) 실장",2025,1,KH 미래물산,111870
케이에이치미래물산,정양원,1979년 11월,사외이사,사내이사,"前) 잉글리쉬채널
 前) 고려이주개발공사
 現) 와세다대학 일본어교육연구센터  교수
 現)TokyoMetropolitan University 초빙교수
 現) 케이에이치미래물산(주)  사외이사",2025,1,KH 미래물산,111870
케이에이치미래물산,김상진,1987년 08월,사외이사,사외이사," 경희대학교 법학과졸업
 충남대학교 법학전문대학권
 법무법인 재원
 법무법인 중정",2025,1,KH 미래물산,111870
케이에이치미래물산,임기남,1962년 12월,감사,감사,"서울대학교 사범대학 졸업
 前. 서울올림픽 운영위원회 운영위원
 前. 서울시 체육회 이사",2025,1,KH 미래물산,111870
케이에이치미래물산,이영권,1969년 08월,이사,미등기,"前. 한국벨트(주)
 現. 케이에이치미래물산(주)  이사",2025,1,KH 미래물산,111870
케이에이치미래물산,박정훈,1979년 04월,이사,사내이사,現. 케이에이치미래물산(주) 대표이사,2025,1,KH 미래물산,111870
케이에이치미래물산,양종옥,1964년 03월,이사,사외이사,現) 케이에이치미래물산(주)  사외이사,2025,1,KH 미래물산,111870
케이에이치미래물산,배주형,1971년 12월,이사,사내이사,"고려대학교 KNA 최고위과정 수료

前, (주)인베스트먼트 경영컨설팅 대표이사

現, 케이에이치이엔티(주) 감사

現, 케이에이치필룩스(주) 부사장",2025,1,KH 미래물산,111870
케이에이치미래물산,윤금재,1995년 10월,이사,사내이사,"現, 케이에이치건설(주) 실장",2025,1,KH 미래물산,111870
케이에이치미래물산,이영진,1967년 04월,이사,미등기,現. 케이에이치미래물산(주) 이사,2024,2,KH 미래물산,111870
케이에이치미래물산,배보성,1965년 08월,이사,사내이사,"前. (주)덕진무역 부사장
 前. (주)대원무역 대표이사
 現. 케이에이치필룩스(주) 대표이사",2024,2,KH 미래물산,111870
케이에이치미래물산,허준혁,1969년 06월,이사,사내이사,"조선대학교 무역학과 졸업
 前. C&그룹 전문이사
 前. POWER FA 부사장
 現. 케이에이치필룩스(주) 부사장
 現. 케이에이치건설(주) 상무",2024,2,KH 미래물산,111870
케이에이치미래물산,김재희,1958년 06월,이사,사내이사," 단국대학교 물리학과 졸업
 現 (주)삼우상사 대표",2024,2,KH 미래물산,111870
케이에이치미래물산,엄태림,1972년 01월,이사,미등기,"前. 아이비벤처캐피탈
 前. 워니유한공사 부총경리
 現. 케이에이치미래물산(주)   이사",2024,2,KH 미래물산,111870
